"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 22 18:14:12 GMT 2022","Wed Jun 22 18:14:22 GMT 2022","10293","chromium","example.spec.ts","Issues","","","should see issue with number 76",""
"passed","Wed Jun 22 18:14:22 GMT 2022","Wed Jun 22 18:14:29 GMT 2022","6960","chromium","example.spec.ts","Issues","","","should see issue with number 74",""
